pol_number,gender,agecat,credit_score,area,traffic_index,veh_age,veh_body,veh_value,person_age,numclaims,claimcst0
59916741,F,3,766,3,133.5,1,HBACK,1.628,46,2,6602
18961381,M,5,714,2,134.9,2,STNWG,3.025,71,2,4965
60654796,F,5,714,2,106.8,1,SEDAN,2.618,69,0,12681
11331507,M,3,751,5,31.5,3,TRUCK,3.036,50,4,1324
82698619,F,4,619,1,79,3,STNWG,3.839,56,0,0
65917669,M,2,661.3218455,2,118.5,3,HBACK,0.759,39,1,947
45628337,F,2,526,2,117.3,3,HBACK,1.21,39,2,7455
72379073,F,2,631,6,78,4,STNWG,0.429,42,0,0
45744293,M,4,753,3,135,3,SEDAN,1.639,56,0,0
36678024,F,1,617,1,68.6,3,HBACK,0.957,28,2,0
13578072,F,5,758,3,148.5,3,STNWG,3.014,67,0,0
39431000,F,2,325,1,69.8,2,HBACK,2.002,32,1,1530
63603780,M,2,759,2,126.3,2,HBACK,1.353,36,2,307
81243106,M,3,741,3,136.5,1,HBACK,1.43,50,0,546
89238866,M,4,810,2,122,1,SEDAN,2.893,52,0,11016
58539113,F,2,698,3,136.5,1,HBACK,1.94073,34,0,0
16485848,M,3,818,1,83.9,1,HBACK,1.474,51,0,744
23201553,F,3,646,4,87.4,1,SEDAN,2.552,48,4,27030
83672681,F,5,736,2,112.3,4,UTE,0.825,65,0,0
36556186,F,6,316,3,126,3,SEDAN,1.232,74,2,0
34927247,M,4,827,3,136.5,4,SEDAN,0.407,57,1,670
95459112,M,3,761,1,60,1,STNWG,3.014,65,0,0
70779745,M,5,848,3,147,4,TRUCK,0.99,68,1,4487
59703487,M,2,661.3218455,1,77.6,3,SEDAN,1.837,34,2,16305
71873450,M,3,807,4,94.2,4,STNWG,1.397,67,0,0
70001277,M,5,534,3,124.5,3,SEDAN,1.144,63,1,12017
68546924,F,4,772,4,140.7,4,SEDAN,0.385,55,0,30384
94131865,M,6,813,3,91.5,2,STNWG,2.002,77,1,0
79407403,F,2,484,4,121.2,4,SEDAN,0.781,37,0,0
79268940,F,4,728,2,124.7,3,SEDAN,1.837,52,4,0
69224878,M,6,828,1,54.3,3,SEDAN,1.221,86,2,7150
97132642,M,4,611,2,104,4,STNWG,1.243,60,0,2476
56821019,M,3,834,3,141,2,PANVN,2.486,42,2,1057
47560288,F,3,604,5,48,2,HBACK,1.485,52,0,0
27681607,F,3,544,1,85.8,1,STNWG,2.893,42,2,450
59777943,F,3,778,1,73.9,3,PANVN,1.694,47,1,690
29862584,F,1,495,1,91.7,4,HBACK,0.374,31,1,0
28675198,F,5,777,3,124.5,3,HBACK,0.979,71,2,2476
52649883,M,3,659,2,106.9,4,STNWG,1.045,47,0,217
35943136,F,6,769,1,82.4,4,HBACK,0.308,96,0,0
85136624,F,3,680,3,104.4166358,1,STNWG,3.443,51,0,0
50061177,F,5,844,3,124.5,4,UTE,1.441,62,0,0
71767360,M,5,789,3,148.5,2,STNWG,4.103,63,2,0
38114484,M,3,497,5,37.5,1,STNWG,3.014,41,0,1348
96856725,M,3,823,5,58.5,1,STNWG,5.3889,83,0,3782
70062994,F,1,650,2,147.7,2,HBACK,1.298,25,2,0
60338442,F,4,782,3,142.5,4,UTE,1.672,57,0,0
52278709,F,4,633,3,142.5,3,SEDAN,1.067,58,1,0
64801614,M,5,843,4,80.9,4,TRUCK,0.968,69,0,29858
92588449,F,3,727,2,135.5,4,HBACK,0.561,49,0,0
78599990,M,3,648,2,104.4166358,2,SEDAN,2.123,49,0,3539
17453679,F,2,506,3,90,3,HBACK,0.869,41,0,414
64519155,F,3,808,5,66,4,STNWG,1.496,44,0,0
49670805,M,4,577,1,88.1,3,COUPE,2.057,55,1,2775
52221427,F,4,375,3,106.5,4,UTE,0.264,56,0,0
46157698,F,5,449,3,132,3,HBACK,2.024,67,1,0
85849183,M,5,782,2,116.9,4,SEDAN,0.407,64,0,7887
75655087,F,1,609,1,14.8,2,SEDAN,1.441,29,0,0
49956239,F,3,661.3218455,4,123.2,3,HBACK,0.781,48,0,1226
11230062,F,4,741,2,123.3,2,HBACK,1.43,52,0,13521
92532939,M,5,798,1,47.5,3,STNWG,3.289,64,0,0
48932477,F,3,749,1,104.4166358,2,HBACK,1.771,45,0,0
80886599,M,2,666,2,139.8,2,STNWG,2.761,41,0,1116
72134600,M,2,468,1,104.6,3,PANVN,2.035,34,2,626
77401898,M,3,669,1,86.1,3,STNWG,3.212,49,0,0
92999716,F,2,603,1,70.8,2,SEDAN,2.123,35,0,0
89711505,M,2,541,3,148.5,4,UTE,1.628,41,1,681
53728670,F,3,318,3,138,2,HBACK,1.43,51,2,570
21847271,M,2,477,2,146,1,HBACK,2.189,40,1,0
41720719,M,3,728,1,85.6,1,STNWG,4.158,48,3,0
17533857,F,5,724,2,85.2,2,SEDAN,1.881,64,0,2341
51807217,F,3,554,6,112,3,STNWG,2.244,38,1,0
50576228,M,5,731,4,144.5,4,STNWG,0.88,69,2,255
28402412,M,5,818,2,104.4166358,4,STNWG,1.265,70,0,0
96399246,M,4,671,3,79.5,3,SEDAN,1.595,58,0,3059
26501261,F,3,752,4,118.8,4,SEDAN,0.616,64,0,27030
80049579,F,2,581,3,124.5,1,HBACK,2.09,36,3,568
67419242,F,1,568,5,104.4166358,3,HBACK,0.935,31,2,0
68416185,F,3,542,6,106,3,HBACK,1.628,40,3,0
74057891,M,6,318,2,113.9,2,HBACK,1.573,79,1,269
84268948,F,6,752,3,138,4,HBACK,0.407,93,0,7175
52619749,F,5,803,1,94.5,4,HBACK,0.814,70,0,0
68135930,M,3,320,3,148.5,4,UTE,0.55,81,1,2157
77691858,M,5,738,1,83.4,4,SEDAN,0.55,62,0,0
13991583,F,4,821,3,148.5,3,HBACK,1.1,54,0,0
10799760,M,2,651,2,110.2,3,HBACK,2.86,39,2,3326
18169300,M,1,699,5,30,1,STNWG,6.138,28,2,11810
28059873,F,6,820,1,110.9,2,HBACK,2.024,86,0,2940
80554274,M,6,765,1,60.9,4,HBACK,0.209,72,0,0
64992589,M,4,706,1,42.8,4,MIBUS,1.694,57,0,5738
39606207,F,5,712,3,123,4,SEDAN,0.792,68,0,0
95722426,F,4,601,3,114,4,SEDAN,0.418,56,0,1876
52323349,F,5,821,1,83.7,3,MIBUS,2.86,62,0,0
75629393,M,2,661.3218455,4,65.8,3,TRUCK,3.08,41,0,25416
37127545,M,2,640,3,148.5,3,SEDAN,1.881,41,2,0
33733010,M,4,805,3,145.5,4,SEDAN,1.298,56,1,670
70269871,M,2,548,3,139.5,3,STNWG,1.705,36,2,0
99514497,F,3,672,1,79.2,3,MIBUS,3.124,45,0,0
63948167,F,5,697,4,89.9,1,SEDAN,2.651,64,0,0
24452342,F,3,674,3,150,3,HBACK,0.924,51,2,0
79456307,F,3,783,2,158.7,3,HBACK,0.957,51,0,0
30959403,F,4,822,6,118,2,STNWG,2.673,54,0,0
66065424,M,5,768,1,79.9,3,HBACK,1.1,67,0,0
46398194,F,3,636,1,72.5,4,STNWG,1.276,47,0,0
99276578,F,5,823,3,142.5,3,HBACK,0.836,71,0,2192
76632201,F,4,693,5,21,1,STNWG,3.531,57,0,0
65394366,M,3,788,1,56.6,3,SEDAN,1.947,50,0,0
35622871,F,2,700,3,118.5,3,HBACK,2.42,35,0,538
85447802,M,2,810,4,113.6,2,STNWG,4.763,35,0,15016
89359868,F,1,779,6,104.4166358,3,HBACK,1.001,28,2,2700
79119502,F,2,695,4,81.3,3,SEDAN,1.067,35,0,0
21173436,M,4,771,3,138,3,PANVN,2.629,62,2,0
16352404,F,2,611,1,90.4,1,HBACK,1.43,35,2,0
36261573,M,6,703,3,124.5,1,SEDAN,2.365,73,2,39175
92293048,F,2,539,3,133.5,4,HBACK,0.902,38,0,0
63171276,F,3,804,3,141,2,HBACK,1.672,46,0,6602
64336585,M,2,720,1,120.6,4,UTE,0.473,32,2,522
99210426,M,4,821,3,123,2,SEDAN,1.771,60,0,3059
33000220,F,2,655,2,141,1,HBACK,1.815,38,1,7455
48350728,M,5,844,1,46.9,2,SEDAN,2.167,67,3,0
72034846,F,1,661.3218455,1,75.5,2,STNWG,3.938,23,2,2854
89106503,M,1,728,2,132.4,4,HBACK,0.704,25,2,1987
79326609,M,5,772,2,109.2,1,SEDAN,2.915,65,0,3025
10953814,M,5,784,1,67.7,4,SEDAN,0.374,67,0,0
28242376,M,3,616,5,49.5,1,HBACK,1.507,58,2,8485
53155123,F,3,690,2,127.2,1,STNWG,7.018,42,0,2294
90517858,M,5,826,5,67.5,1,STNWG,5.203,64,1,2747
56315005,M,3,611,6,92,2,HDTOP,3.817,43,1,1315
22727447,F,4,807,3,141,3,SEDAN,0.902,55,0,161
10313720,M,2,661.3218455,6,110,3,STNWG,3.41,39,1,604
20089701,F,2,677,2,104.3,1,HBACK,1.54,34,3,0
23741120,F,6,785,5,43.5,4,HBACK,0.484,80,1,2374
92888313,F,5,711,3,104.4166358,1,SEDAN,3.63,70,2,4377
99543911,F,6,761,3,112.5,1,STNWG,5.104,75,0,2305
63884609,F,3,807,3,130.5,4,STNWG,1.672,48,0,0
42621474,M,5,776,2,86.6,4,STNWG,0.517,71,0,0
42833613,F,2,661.3218455,1,86,2,STNWG,1.936,37,0,0
71676674,M,2,394,4,121.7,1,SEDAN,2.343,39,2,549
62998573,F,5,806,2,100.6,3,HBACK,1.122,69,0,12403
67117373,F,4,844,2,89.6,3,STNWG,1.133,53,0,0
71541428,M,3,685,6,94,4,STNWG,1.452,49,0,288
79572290,F,2,521,4,111.3,1,SEDAN,2.057,34,0,0
13424274,F,2,354,2,120.4,1,SEDAN,2.519,39,3,2507
31410838,F,2,442,5,48,4,UTE,0.902,35,1,0
88139566,F,3,673,3,145.5,4,SEDAN,1.045,49,0,0
87044072,M,1,578,3,97.5,3,UTE,1.441,25,1,681
65550803,F,1,583,3,130.5,3,SEDAN,0.924,24,1,0
76769533,M,5,427,2,157.1,4,SEDAN,0.594,62,3,2431
25628460,F,5,757,3,144,3,STNWG,2.717,66,0,0
32407990,F,3,418,3,135,4,HBACK,0.748,56,2,4309
86801156,F,5,813,2,123.8,2,SEDAN,1.507,65,0,636
61165180,M,1,625,3,150,2,SEDAN,2.002,31,0,0
22673491,F,4,703,5,39,1,SEDAN,2.519,58,0,0
22454572,F,1,790,3,112.5,1,HBACK,1.7039,29,0,0
30920933,M,4,797,5,64.5,3,TRUCK,2.97,55,0,0
70652404,F,2,629,3,144,2,STNWG,2.761,33,1,0
85802382,M,3,442,1,114.6,3,UTE,1.54,42,4,0
47093339,F,5,818,2,123.2,3,HBACK,1.342,70,0,0
12983239,M,3,769,3,114,3,UTE,1.54,51,3,10002
19491218,M,5,678,5,94.5,3,HBACK,1.045,70,0,0
95751458,F,3,412,1,61.4,1,STNWG,5.17,40,0,1487
67772516,F,5,769,3,94.5,2,HBACK,1.386,68,0,1404
94410568,F,3,634,2,114.4,4,SEDAN,1.364,52,2,631
20591030,F,4,499,5,54,3,HBACK,0.836,54,5,0
67581662,F,6,846,2,92.8,3,STNWG,1.727,78,0,7835
94623401,M,3,622,6,154,3,SEDAN,1.067,50,1,0
61328944,F,3,618,3,88.5,2,STNWG,3.003,47,0,0
41743865,M,6,766,4,40.9,3,SEDAN,1.419,81,0,1235
99594891,M,3,812,1,81.1,3,STNWG,1.661,50,0,685
84697863,F,2,320,3,133.5,1,STNWG,3.443,38,4,2558
95081010,M,4,539,4,102.2,1,STNWG,3.531,58,2,0
99521934,M,2,710,6,126,1,HBACK,1.683,37,2,1177
69485033,F,1,512,3,147,2,HBACK,1.804,25,0,0
44727999,F,1,617,2,86.4,3,SEDAN,1.188,27,0,1117
76694749,F,2,574,6,92,4,STNWG,1.408,35,1,0
90447440,M,2,459,6,104.4166358,1,STNWG,6.006,35,4,0
35668652,F,1,427,3,142.5,4,COUPE,1.628,32,0,0
63735420,M,4,601,3,150,2,SEDAN,1.804,53,1,731
28060197,M,1,549,3,138,4,HBACK,0.858,30,4,121
27301162,F,5,716,3,135,3,SEDAN,1.397,66,0,0
25938393,M,3,745,1,71.4,2,HBACK,1.793,50,0,443
69750383,M,4,809,3,138,2,PANVN,2.101,60,2,817
84763276,M,2,788,2,157.3,2,UTE,2.739,39,0,0
68531060,M,6,785,2,153.5,2,STNWG,5.412,88,2,617
12129831,F,1,543,6,146,3,HBACK,0.814,24,2,36271
74296085,F,1,649,6,104.4166358,3,STNWG,1.859,30,0,0
20273745,F,3,635,1,133.6,1,HBACK,2.013,45,0,1605
30044805,F,6,811,1,69.8,2,SEDAN,1.617,81,0,0
17684793,F,4,553,5,78,2,STNWG,4.576,54,0,0
23976065,F,3,782,2,136.2,2,SEDAN,2.211,97,0,0
87399285,F,1,395,3,144,4,COUPE,1.023,32,1,1970
93500804,M,5,743,3,141,4,HBACK,0.495,66,0,0
87386421,F,3,824,1,95,3,SEDAN,1.606,53,0,0
45464919,F,3,661.3218455,1,93.9,3,SEDAN,1.001,42,0,6948
83806081,F,3,828,2,131.6,2,SEDAN,1.661,47,0,1354
60163400,F,3,663,1,89.1,3,STNWG,3.773,45,0,0
69930049,M,4,524,2,104.4166358,3,HBACK,1.265,62,1,0
27125084,M,4,642,3,120,3,SEDAN,2.266,54,3,2069
99525675,F,2,661,4,91.8,4,UTE,0.924,41,2,4397
47333949,M,3,767,1,79.4,4,SEDAN,1.507,44,1,296
92747697,F,3,671,5,63,3,STNWG,1.309,47,1,0
42097561,F,3,766,5,27,3,HBACK,0.869,46,2,0
91869089,F,4,837,5,64.5,3,SEDAN,1.463,59,2,5018
47521996,M,3,562,4,121.5,4,STNWG,0.781,45,2,1981
43776644,M,2,661.3218455,1,99,2,SEDAN,1.771,38,0,2099
85955442,F,1,812,6,76,2,SEDAN,1.518,24,0,1929
85104957,M,3,579,3,142.5,2,SEDAN,1.727,51,2,601
29453418,F,3,681,3,124.5,4,HBACK,0.528,53,0,4309
84371874,M,3,604,1,52.9,1,HDTOP,2.75,49,1,2102
80253258,F,4,751,2,104.4166358,3,STNWG,2.013,62,0,25525
27827378,F,4,831,3,142.5,1,HBACK,1.419,54,2,0
18542661,F,2,661.3218455,1,67.3,3,STNWG,1.133,39,1,2245
41712934,M,3,602,3,130.5,3,HBACK,1.562,42,0,0
97143990,F,2,447,3,109.5,3,UTE,1.518,37,0,391
17975617,F,3,598,5,75,4,STNWG,1.496,50,0,0
56863709,F,3,661.3218455,2,108.5,3,SEDAN,0.957,51,1,2744
99840193,F,1,751,4,54.6,2,HBACK,1.529,24,2,29080
94734300,M,2,679,4,128.8,4,SEDAN,0.407,38,0,431
63256886,F,3,553,2,146.1,3,SEDAN,1.749,43,1,2930
83355837,F,4,792,4,111.8,4,HBACK,0.396,54,0,412
90373126,F,3,702,1,68.6,3,SEDAN,2.057,44,0,0
72428111,M,2,606,3,148.5,3,CONVT,6.413,39,3,4640
89846316,F,3,610,3,139.5,1,STNWG,3.135,40,0,0
89125069,F,6,353,3,106.5,1,HBACK,1.386,77,0,0
93870905,F,4,605,3,142.5,2,SEDAN,1.496,55,0,0
90711509,M,5,742,2,124.1,2,STNWG,5.126,65,1,665
37703051,M,4,650,1,67,3,SEDAN,1.749,57,0,138
98798210,F,2,677,3,118.5,1,STNWG,3.2989,36,0,0
14615019,M,6,820,2,83.6,4,SEDAN,0.913,76,1,100
11620933,F,4,820,3,114,3,HBACK,1.386,53,1,930
58843982,M,5,782,2,132.1,4,HBACK,0.462,70,0,0
14523724,F,3,602,3,144,4,MIBUS,2.519,47,1,4006
73923775,F,3,764,1,73.1,4,SEDAN,0.506,58,0,0
66057064,M,2,516,6,128,4,UTE,1.254,35,2,0
65374071,M,4,733,1,139.4,3,HBACK,0.957,60,0,0
41511705,F,5,672,1,63.5,2,HBACK,1.771,68,0,0
64716904,M,4,837,4,106.3,3,TRUCK,2.926,56,3,2246
59854300,M,5,806,4,140.9,2,STNWG,4.114,67,0,2422
10120966,M,5,792,1,117.7,2,TRUCK,4.411,66,2,4612
77157404,M,6,739,2,93.9,4,HBACK,0.814,74,1,269
49531878,M,3,711,2,129.4,4,PANVN,0.627,52,0,0
56025268,M,4,661.3218455,3,148.5,3,SEDAN,1.232,57,2,0
74053026,M,3,341,2,104.4166358,3,SEDAN,1.595,77,0,0
24579169,F,5,782,3,120,3,SEDAN,1.265,65,0,0
57300351,M,3,683,3,111,3,SEDAN,1.54,49,2,419
26382965,F,3,481,1,125.8,2,HBACK,1.111,43,0,1605
77517103,M,4,536,1,99.2,3,SEDAN,6.93,58,1,22778
26921446,M,4,826,3,144,2,SEDAN,2.002,55,1,2069
85742925,F,4,771,6,128,2,SEDAN,1.804,55,0,0
39488037,M,4,808,3,120,4,STNWG,1.177,52,0,0
71645795,F,2,407,3,145.5,2,HBACK,1.111,39,1,568
87323066,M,3,617,6,108,2,HBACK,1.265,23,2,1177
25727136,F,3,572,4,151.9,2,STNWG,4.543,69,4,10905
98290831,M,1,661.3218455,3,142.5,4,HBACK,1.1,27,2,164
24039093,F,2,775,6,98,4,STNWG,1.65,34,4,644
97001869,M,3,661.3218455,3,138,3,STNWG,2.156,47,2,1403
67109769,M,6,832,3,142.5,4,HBACK,0.55,73,1,370
98531312,M,3,395,1,67.9,3,STNWG,1.683,50,2,685
53357143,F,4,681,4,96.6,3,SEDAN,1.507,61,0,0
96332798,F,2,700,5,34.5,4,STNWG,1.298,32,0,0
86970349,M,6,790,5,52.5,4,HDTOP,1.661,93,0,61643
46876583,M,4,338,3,129,4,HBACK,0.451,60,2,81
51789922,F,3,373,4,116,3,STNWG,2.992,50,0,0
62480637,M,3,743,2,107.6,3,SEDAN,1.386,52,2,252
47204485,F,4,848,1,117.3,3,SEDAN,1.133,55,0,0
15206481,F,6,801,1,56.1,4,HBACK,0.451,79,0,0
76197570,F,5,828,2,138.2,1,SEDAN,2.233,64,0,0
11817566,F,3,649,1,85.9,3,HBACK,0.781,73,0,1605
74617180,F,3,661.3218455,4,87.7,4,UTE,1.034,43,1,877
72931431,F,2,479,1,82.7,4,HBACK,0.583,38,1,0
60703696,F,4,683,5,79.5,3,STNWG,1.32,58,0,0
89174171,F,4,811,1,82.1,4,HBACK,0.99,59,0,0
58370858,M,2,648,1,101.2,3,SEDAN,1.815,32,2,16305
45740960,M,1,575,1,85.7,4,STNWG,1.199,30,0,0
69898618,M,3,806,3,120,3,SEDAN,0.979,48,2,0
22240764,F,5,756,4,117.8,4,HBACK,0.55,69,0,2658
78606776,F,5,724,3,145.5,1,HBACK,2.6224,69,2,1404
83557052,M,1,661.3218455,3,132,3,UTE,1.32,31,3,3424
48400489,F,2,488,2,110,2,SEDAN,1.903,41,0,1117
38791587,F,5,842,3,135,2,SEDAN,1.881,70,0,0
86518237,F,2,610,4,132.2,4,UTE,0.847,34,1,0
64458335,F,1,661.3218455,1,93.1,2,HBACK,1.287,31,0,749
11005498,F,3,842,3,129,3,SEDAN,1.452,50,0,1002
13190481,M,4,719,2,101.8,1,SEDAN,2.618,54,0,1989
73765088,F,3,610,6,136,3,STNWG,2.651,51,0,355
70011212,M,3,718,5,42,4,STNWG,2.277,51,0,0
17776190,F,2,661.3218455,1,104.4166358,4,HBACK,0.594,34,2,0
21780126,F,3,593,3,136.5,4,HBACK,1.518,47,2,0
54042702,F,5,733,2,128.1,1,HBACK,1.771,71,0,0
28936955,M,1,598,2,114.6,1,SEDAN,2.673,22,1,5235
96720172,M,2,809,1,62.3,3,UTE,2.145,37,0,0
51006046,F,3,315,4,127.4,3,HBACK,1.166,48,1,570
15653201,F,2,695,2,123.1,4,STNWG,1.507,38,0,1802
50251798,F,4,543,6,104.4166358,1,STNWG,6.193,61,1,0
57756930,F,2,614,2,150,2,HBACK,2.024,40,0,0
12080163,F,2,606,3,104.4166358,2,SEDAN,3.322,36,2,0
25797513,M,4,840,2,127.2,3,STNWG,1.892,54,0,293
29370713,F,2,833,6,138,1,STNWG,5.06,34,0,5885
47354408,M,3,604,3,94.5,3,UTE,1.353,48,1,0
52289807,M,1,661.3218455,3,126,3,HBACK,1.386,29,2,0
95270410,F,3,741,4,76.9,1,HBACK,1.672,46,1,6250
73927018,M,5,718,5,43.5,4,STNWG,0.825,68,1,2747
24459078,F,3,455,2,135.4,4,HBACK,0.836,46,1,0
23692703,F,4,544,2,68.2,4,SEDAN,0.319,56,1,0
96100896,M,4,700,2,141.8,1,HBACK,1.529,60,0,5457
82932774,F,3,678,5,52.5,3,SEDAN,2.156,44,0,0
34968455,M,2,661.3218455,3,93,2,STNWG,4.686,38,1,907
87774830,F,4,653,1,66.4,4,HBACK,0.902,53,0,0
60173477,F,3,589,4,102.7,2,STNWG,5.819,46,1,0
46353119,F,5,634,2,67,1,SEDAN,1.991,63,0,0
71214508,F,2,838,1,83,3,HBACK,0.957,37,2,1833
78231742,F,5,613,2,117.3,2,SEDAN,1.331,64,0,0
13028860,F,4,366,2,84.1,4,SEDAN,0.759,62,1,0
78247514,M,3,606,1,100.8,2,HBACK,2.189,43,2,0
80479132,M,1,310,1,70.8,4,SEDAN,1.056,30,2,5856
15753739,M,3,687,1,96.4,4,UTE,1.32,34,0,2537
80137238,F,3,658,3,76.5,2,SEDAN,1.474,50,0,0
67744374,M,4,611,6,114,4,STNWG,1.463,52,1,480
30837742,F,2,646,3,129,3,SEDAN,1.375,40,0,0
59081815,F,5,762,2,133.7,3,HBACK,1.232,65,1,12403
28971946,F,1,613,4,92.3,2,HBACK,1.595,25,0,1056
40081323,F,2,381,1,81.2,1,HBACK,2.233,37,1,1530
32304868,F,4,617,5,28.5,2,SEDAN,2.178,62,0,0
65470418,F,3,669,1,73.9,3,SEDAN,1.298,43,0,4717
44005932,M,4,340,2,104.4166358,4,MIBUS,1.782,54,1,2577
14227854,F,6,371,2,159.1,4,HBACK,0.484,78,1,0
51566504,F,1,621,1,80.3,2,STNWG,2.893,30,2,2065
69066101,M,2,439,3,70.5,2,SEDAN,1.804,36,0,0
90265091,M,2,777,1,58.1,4,STNWG,0.682,32,0,1065
59216473,F,3,565,3,81,1,SEDAN,3.2989,49,1,1326
46703842,F,3,790,1,59.1,3,STNWG,1.958,62,0,0
18212145,F,2,695,4,140.5,3,SEDAN,1.716,36,4,0
50099890,F,3,703,2,88.1,4,STNWG,0.517,50,0,1655
74662360,M,3,657,2,129.1,3,SEDAN,1.309,49,0,3539
85962856,F,3,673,5,37.5,3,HBACK,1.034,47,0,0
31769611,F,2,579,5,40.5,1,UTE,3.971,34,0,0
65171892,F,2,813,4,117.8,2,STNWG,2.673,33,0,3081
64106682,F,3,488,3,104.4166358,2,HBACK,1.936,35,1,0
82396290,F,2,619,3,138,4,HBACK,0.429,34,1,568
35775535,M,3,630,4,131.5,2,SEDAN,6.149,50,1,1971
58351375,F,6,347,3,127.5,3,SEDAN,0.836,93,4,0
59016489,M,1,691,3,130.5,3,STNWG,2.53,28,0,1235
38899471,M,3,641,1,74.1,4,STNWG,1.452,59,2,4095
62830136,F,3,788,1,35.6,2,HBACK,1.595,47,2,0
69889561,F,2,793,2,93.3,3,HBACK,0.847,38,2,0
19171404,F,4,465,3,147,3,STNWG,1.727,57,0,0
53921451,F,2,688,3,130.5,4,SEDAN,0.715,38,0,0
30656660,F,3,691,3,148.5,2,HBACK,1.408,48,0,4309
27059597,F,4,452,3,123,3,SEDAN,1.111,59,3,161
62276327,M,3,629,2,94.8,4,PANVN,0.506,44,0,0
42209684,F,5,659,3,136.5,3,HBACK,1.716,67,0,0
30368258,F,3,355,3,108,4,SEDAN,0.748,60,2,1765
30186259,M,4,448,3,118.5,4,HBACK,1.309,61,2,5296
71467412,M,4,695,3,148.5,4,SEDAN,0.671,57,2,134
87904909,F,1,661.3218455,6,96,1,UTE,4.114,24,0,0
84600412,F,3,849,1,54.2,3,STNWG,1.144,42,0,266
29807506,M,4,504,2,161.1,2,HBACK,1.243,58,2,0
56120702,F,3,758,3,139.5,3,HBACK,1.023,43,0,0
94213421,M,4,686,4,132.1,4,HBACK,0.418,54,0,13369
93255230,F,5,801,2,71.4,4,COUPE,1.012,69,0,4744
52149695,F,2,725,6,34,4,STNWG,1.529,35,0,1472
98574301,F,3,605,4,97.9,3,SEDAN,1.089,51,3,4739
52378052,M,5,737,3,129,1,HBACK,1.672,65,3,2726
42670082,M,3,649,3,126,4,SEDAN,0.913,49,1,419
53499971,F,5,725,5,70.5,4,HBACK,0.88,65,0,0
79573142,F,3,526,5,75,3,HBACK,1.1,52,0,0
88789361,M,1,798,1,71.1,3,HBACK,0.847,25,0,2987
63001119,F,5,696,2,89.5,3,STNWG,2.596,63,0,0
14727729,F,3,799,3,133.5,4,HBACK,0.33,49,0,833
38010533,M,3,711,5,30,4,STNWG,2.211,65,1,173
52084173,F,5,830,1,60.9,4,STNWG,0.484,70,0,0
38005987,M,4,514,6,110,1,STNWG,5.566,60,0,0
51056230,M,5,764,3,132,4,STNWG,1.771,71,2,0
38458294,F,3,657,2,104.3,4,MIBUS,2.409,51,0,0
77954563,F,3,589,2,118.5,2,HBACK,1.793,48,0,0
61524389,M,4,341,6,90,1,STNWG,4.356,61,3,162
57083826,F,4,715,1,106.9,1,SEDAN,2.816,57,0,0
13751308,F,4,798,1,103.1,1,STNWG,3.487,55,0,0
66577496,M,6,405,5,46.5,4,UTE,1.1,72,1,0
17199251,M,3,380,4,68.3,4,TRUCK,0.242,43,4,1324
43427166,M,2,636,2,166.7,1,STNWG,4.807,40,3,0
28519288,M,2,666,1,39.2,2,SEDAN,1.463,32,0,1722
92682437,M,3,631,5,61.5,2,STNWG,3.025,45,2,2064
43456582,F,3,705,3,150,1,HBACK,1.507,50,2,4309
24179945,M,4,666,3,115.5,4,SEDAN,2.992,56,3,2069
85168654,M,5,810,3,111,4,SEDAN,0.715,67,0,8043
63075981,M,6,785,3,118.5,2,HBACK,1.199,91,0,370
41106231,F,6,494,2,102.5,1,HBACK,1.969,87,0,1312
54192838,F,4,687,2,149.5,3,SEDAN,1.397,55,0,0
50549370,M,5,841,4,86.1,3,SEDAN,1.452,64,5,5145
56816489,F,4,772,3,88.5,3,MCARA,3.465,59,0,0
21351812,F,3,817,1,104.4166358,2,HBACK,1.804,53,0,1605
16410474,M,2,614,3,126,1,STNWG,3.531,35,1,2950
64544727,M,3,804,1,60.8,1,SEDAN,5.61,44,0,22778
13573121,M,5,738,3,136.5,1,STNWG,5.676,66,2,5601
27626987,M,4,662,2,112.8,4,HBACK,0.341,56,1,295
74270685,F,1,533,1,79.5,1,PANVN,3.5189,30,2,0
65689758,F,2,435,2,151.1,1,SEDAN,2.519,39,2,3353
55585737,F,1,663,3,147,3,SEDAN,1.727,24,0,0
84048518,M,4,343,3,141,3,HBACK,2.497,53,3,1428
75750083,M,3,703,5,79.5,1,UTE,4.004,44,0,13274
83210284,F,2,644,5,104.4166358,4,UTE,1.21,38,2,0
56121438,F,4,829,2,133.8,1,PANVN,3.19,61,1,690
43984659,F,6,529,5,33,2,HBACK,1.65,75,0,0
99755657,F,4,729,3,99,2,HBACK,1.551,53,0,0
85285763,M,2,736,3,147,3,HBACK,0.902,41,0,197
62356999,M,4,765,3,136.5,2,SEDAN,1.782,57,2,3150
32069649,M,3,359,3,104.4166358,2,STNWG,2.717,43,1,456
16691307,M,3,705,2,98.6,1,HBACK,1.705,47,0,0
32259849,F,6,796,5,49.5,1,SEDAN,1.694,84,0,0
18729222,M,2,801,3,138,2,STNWG,3.993,35,3,2950
88991679,M,4,621,1,73.6,2,COUPE,2.365,57,0,0
91720991,F,3,830,1,102.2,1,HBACK,2.156,78,0,0
66597297,F,3,644,3,132,1,SEDAN,2.178,40,0,1326
69985029,M,3,507,3,85.5,2,HBACK,1.837,78,1,1495
30144851,M,3,817,2,148.6,3,SEDAN,1.067,76,1,6699
45922413,M,3,840,1,61.1,1,HBACK,2.277,76,0,0
